,id,url,author,title,rating,archive_warnings,categories,fandoms,relationships,characters,additional_tags,language,series,published,completed,words,chapters,comments,kudos,bookmarks,hits,standardised_ttr_250,standardised_ttr_500,standardised_ttr_1000,standardised_ttr_4000,honore_h_250,honore_h_500,honore_h_1000,honore_h_4000,sentence_length_mean,sentence_length_median,lexical_density,complexity_stats,known_word_ratio
283,20328427,https://archiveofourown.org/works/20328427?view_full_work=true,['Theriku260'],The Coffee Shop Hero,Not Rated,['Creator Chose Not To Use Archive Warnings'],['Gen'],['僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],[],"['Midoriya Izuku', 'Eri (My Hero Academia)', 'Midoriya Inko', 'Aizawa Shouta | Eraserhead', 'Yamada Hizashi | Present Mic', 'Chisaki Kai | Overhaul', 'Tsukauchi Naomasa', 'Class 1-A (My Hero Academia)', 'U.A. Faculty (My Hero Academia)', 'Uraraka Ochako', 'Shigaraki Tomura | Shimura Tenko', 'Shinsou Hitoshi', 'Akaguro Chizome | Stain']","['Good Parent Midoriya Inko', 'Dead Midoriya Inko', 'Dead Midoriya Hisashi', 'Big Brother Midoriya Izuku', 'Protective Midoriya Izuku', 'Midoriya Izuku Adopts Eri', 'Quirkless Midoriya Izuku', 'Cute Eri (My Hero Academia)', 'Adopted Sibling Relationship', 'Adopted Eri (My Hero Academia)', 'Parental Aizawa Shouta | Eraserhead', 'Yamada Hizashi | Present Mic is a Dork', 'Analyst Midoriya Izuku', 'Business owner Midoriya Izuku', 'Midoriya Izuku is a Mess', 'Fluff and Angst', 'Alternate Universe - Coffee Shops & Cafés', 'Parental Yagi Toshinori | All Might']",English,Part 1 of The Coffee Shop Hero,2019-08-20,2020-03-07,41173,10/10,476,8190,1889,134472,0.672712643678161,0.5824597701149425,0.4933953488372093,0.333225,2571.821999262929,2475.207084174749,2402.659995977609,2318.095111567879,15.07171893147503,13.0,0.3751010031335606,"{'total_words': 43652, 'known_words': 36256, 'unknown_words': 7396, 'known_word_ratio': 0.8305690460918171, 'average_rank': 755.9776985667363}",0.8305690460918171
284,20383669,https://archiveofourown.org/works/20383669?view_full_work=true,['TunaFishChris'],The Family You Choose,Teen And Up Audiences,['No Archive Warnings Apply'],['Gen'],['Avatar: The Last Airbender'],['The Gaang & Zuko (Avatar)'],"['Zuko (Avatar)', 'Aang (Avatar)', 'Katara (Avatar)', 'Sokka (Avatar)', 'Toph Beifong', 'Suki (Avatar)', 'Ozai (Avatar)']","['Hurt/Comfort', 'Emotional Hurt/Comfort', 'Angst', 'obligatory ""gaang finds out about Zuko\'s scar"" fic', 'love those fics', 'Soulmates', 'Soulmarks', 'Platonic Soulmates', 'kind of confusing though', 'Like', ""There's time travel"", ""it's a thing"", ""ozai's shitty parenting"", 'Swearing']",English,,2019-08-25,2019-08-30,36049,7/7,1696,34545,10570,381357,0.6371210191082802,0.5416923076923077,0.4516410256410256,0.2925277777777778,2312.959473992876,2218.1222921255207,2150.034363411932,2099.784086837786,12.898345784418357,11.0,0.3397931433221268,"{'total_words': 39494, 'known_words': 32766, 'unknown_words': 6728, 'known_word_ratio': 0.8296450093685117, 'average_rank': 733.9311202287704}",0.8296450093685117
285,20396401,https://archiveofourown.org/works/20396401?view_full_work=true,['Blue_Glass'],The Home Invasion,Not Rated,['Creator Chose Not To Use Archive Warnings'],"['F/M', 'M/M']","['Spider-Man - All Media Types', 'Spider-Man (Tom Holland Movies)', 'Marvel Cinematic Universe', 'The Avengers (Marvel Movies)', 'The Avengers (Marvel) - All Media Types', 'Spider-Man: Homecoming (2017)']","['Harley Keener/Peter Parker', 'Harley Keener & Peter Parker & Morgan Stark (Marvel Cinematic Universe)', 'Harley Keener & Peter Parker & Tony Stark', 'Peter Parker & Tony Stark', 'Peter Parker & Avengers Team', 'Michelle Jones & Ned Leeds & Peter Parker', 'Ned Leeds & Peter Parker', 'Pepper Potts/Tony Stark']","['Peter Parker', 'Tony Stark', 'Pepper Potts', 'Harley Keener', 'Ned Leeds', 'Michelle Jones', 'Happy Hogan', 'Steve Rogers', 'Natasha Romanov (Marvel)', 'Thor (Marvel)', 'Bruce Banner', 'James ""Bucky"" Barnes', 'Morgan Stark (Marvel Cinematic Universe)', 'Clint Barton', 'Mr. Harrington', 'Flash Thompson', 'the AcaDec Team']","['Field Trip', ""Peter Parker's Field Trip to Stark Industries"", 'Or not', ""Peter Parker is Tony Stark's Biological Child"", 'Peter Stark - Freeform', 'Iron-Dad', 'Spider-son', 'Everyone Loves Peter Parker', 'Precious Peter Parker', 'BAMF Peter Parker', 'but really', 'Peter Parker is a Mess', 'and', 'Peter Parker is a Little Shit', 'Harley Keener is a little shit', 'Protective Harley Keener', 'The Avengers are a Mess', 'Team as Family', 'Post-Avengers: Endgame (Movie)', 'Canon Divergence - Avengers: Endgame (Movie)', 'some amount of creative liberty', 'Everyone Is Alive', 'Stark Tower', 'Peter Parker Is Petty', 'Flash is a dick', 'and everyone knows it', 'Might add more tags later']",English,,2019-08-26,2020-05-26,13203,10/10,361,10349,1397,175293,0.6454545454545455,0.5494814814814815,0.4609230769230769,0.30625,2365.700756025163,2272.7311998384503,2209.534243596505,2177.2910396363145,17.11134676564157,16.0,0.3856047646201609,"{'total_words': 13929, 'known_words': 11518, 'unknown_words': 2411, 'known_word_ratio': 0.8269078900136406, 'average_rank': 750.2004928709734}",0.8269078900136406
286,20467451,https://archiveofourown.org/works/20467451?view_full_work=true,['Kedreeva'],Getting a Wiggle On,General Audiences,['No Archive Warnings Apply'],['Other'],['Good Omens (TV)'],['Aziraphale/Crowley (Good Omens)'],"['Aziraphale (Good Omens)', 'Crowley (Good Omens)']","['Fluff', 'Humor', 'Snakes', 'Kid Fic', 'Sort Of', 'does it count as kid fic if the kids are snakes but so is one of the parents?', 'Accidental Baby Acquisition', 'Asexual Character', 'Asexual Relationship', 'Love Confessions']",English,Part 1 of Original Wiggleverse,2019-08-31,2019-08-31,7293,2/2,740,9502,1845,62486,0.6134666666666666,0.5168,0.427,0.26425,2279.1195136548,2176.210818080468,2143.925412020803,1983.4412827121816,21.034642032332563,18.0,0.3276327632763276,"{'total_words': 7744, 'known_words': 6774, 'unknown_words': 970, 'known_word_ratio': 0.87474173553719, 'average_rank': 706.5452111838191}",0.87474173553719
287,20565005,https://archiveofourown.org/works/20565005?view_full_work=true,['OldeShoestrings'],Doe-eyed,General Audiences,['Creator Chose Not To Use Archive Warnings'],['Gen'],['Avatar: The Last Airbender'],"['Azula & Zuko (Avatar)', 'Azula & Ursa (Avatar)', 'Azula & The Gaang (Avatar)', 'The Gaang & Zuko (Avatar)']","['Azula (Avatar)', 'Zuko (Avatar)', 'Ursa (Avatar)', 'Iroh (Avatar)', 'Ozai (Avatar)', 'Aang (Avatar)', 'Katara (Avatar)', 'Toph Beifong', 'Sokka (Avatar)', 'Mai (Avatar)', 'Ty Lee (Avatar)', 'Suki (Avatar)', 'Hakoda (Avatar)']","['baby zuko', 'Azula and feelings', 'Alternate Universe - Canon Divergence', 'Protective Azula', 'Azula just wants to keep her baby brother safe and happy', 'Child Abuse', 'Ozai (Avatar) Being a Terrible Parent', 'Sibling Love', 'Fluff and Angst']",English,,2019-09-08,2019-10-28,21207,7/7,1495,21577,5675,172885,0.6407391304347826,0.5501739130434783,0.4656086956521739,0.30745,2399.3619931291155,2339.761137347104,2331.0199469365702,2224.0879183753414,11.605911330049262,10.0,0.3617442286551851,"{'total_words': 23210, 'known_words': 18512, 'unknown_words': 4698, 'known_word_ratio': 0.7975872468763464, 'average_rank': 783.0461628932667}",0.7975872468763464
288,20598215,https://archiveofourown.org/works/20598215?view_full_work=true,['orphan_account'],perfected by trial,Explicit,['No Archive Warnings Apply'],['M/M'],['天官赐福 - 墨香铜臭 | Tiān Guān Cì Fú - Mòxiāng Tóngxiù'],['Huā Chéng/Xiè Lián'],"['Huā Chéng', 'Xiè Lián']","['First Time', 'Two 800-Year-Old Virgins']",English,,2019-09-11,,8552,1/1,218,18445,2594,143277,0.6124444444444445,0.5241111111111111,0.4404444444444444,0.292375,2284.9581125894806,2302.573361678238,2296.351347249995,2225.4467924247,18.0,16.0,0.3794599807135969,"{'total_words': 9059, 'known_words': 7199, 'unknown_words': 1860, 'known_word_ratio': 0.7946793244287449, 'average_rank': 814.0665732959851}",0.7946793244287449
289,20600642,https://archiveofourown.org/works/20600642?view_full_work=true,['KyuukaKoinu'],Total Knock Out,Explicit,['No Archive Warnings Apply'],['M/M'],['僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],['Bakugou Katsuki/Midoriya Izuku'],"['Bakugou Katsuki', 'Midoriya Izuku', 'Kirishima Eijirou', 'Yagi Toshinori | All Might', 'Todoroki Shouto', 'Shimura Nana', 'Akaguro Chizome | Stain']","['Pro-fighter AU', 'MMA fighting', 'Alpha/Beta/Omega Dynamics', 'Alpha Bakugou Katsuki', 'Omega Midoriya Izuku', 'Fluff and Humor', 'Fluff and Smut', 'Pro MMA Fighter Bakugou Katsuki', 'Implied Mpreg', 'mild sexism', 'I saw this in a vision please forgive me', ""Now just a dash of plot...oops that's angst—"", 'just a dash tho', 'snuck in there', 'Happy Ending']",English,,2019-09-12,2019-11-22,33346,5/5,939,12382,2608,140834,0.6466571428571428,0.5527142857142857,0.4641714285714285,0.30828125,2485.1762469870328,2396.927581676678,2296.582194845742,2177.8111960084752,17.71018967798853,17.0,0.3952181101360804,"{'total_words': 35130, 'known_words': 29272, 'unknown_words': 5858, 'known_word_ratio': 0.8332479362368346, 'average_rank': 853.96614831992}",0.8332479362368346
290,20612393,https://archiveofourown.org/works/20612393?view_full_work=true,['Akai__hana'],"life, drama and action",General Audiences,['No Archive Warnings Apply'],['M/M'],"['魔道祖师 - 墨香铜臭 | Módào Zǔshī - Mòxiāng Tóngxiù', '陈情令 | The Untamed (TV)']","['Lan Zhan | Lan Wangji/Wei Ying | Wei Wuxian', 'Jiang Yanli/Jin Zixuan']","['Wei Ying | Wei Wuxian', 'Jiang Cheng | Jiang Wanyin', 'Jiang Yanli', 'Lan Zhan | Lan Wangji', 'Lan Huan | Lan Xichen', 'Jin Zixuan', 'Nie Huaisang']","['Alternate Universe - Modern Setting', 'Alternate Universe - Actors', 'singer!lan wangji', 'actor!wei wuxian', 'Social Media', 'Social Media AU', 'Fluff and Humor', 'Established Relationship', 'Humor', 'Fluff and Crack', 'Crack']",English,,2019-09-12,2019-10-22,13026,7/7,500,9862,2261,90170,0.6721481481481482,0.5818518518518518,0.5022307692307693,0.35375,2315.394238363928,2240.1426657622565,2290.338118616168,2323.3527376193565,10.803061934585942,8.0,0.4304786714425269,"{'total_words': 13520, 'known_words': 8953, 'unknown_words': 4567, 'known_word_ratio': 0.6622041420118343, 'average_rank': 781.0948390923921}",0.6622041420118343
291,20640620,https://archiveofourown.org/works/20640620?view_full_work=true,['Esselle'],fuwafuwa,Teen And Up Audiences,['No Archive Warnings Apply'],['M/M'],"['鬼滅の刃 | Kimetsu no Yaiba (Manga)', '鬼滅の刃 | Demon Slayer: Kimetsu no Yaiba (Anime)']",['Hashibira Inosuke/Kamado Tanjirou'],"['Hashibira Inosuke', 'Kamado Tanjirou', 'Agatsuma Zenitsu']","['Romantic Fluff', 'Humor', 'Feelings Realization', 'Growing Up', 'Confessions', 'Sharing a Bed', 'Inosuke has butterflies in his stomach and he wants to kill them', 'Future Fic', 'Alternate Universe - Canon Divergence']",English,,2019-09-14,,10305,1/1,383,15706,3022,99683,0.6330666666666667,0.5388181818181819,0.447,0.2915,2287.769668361173,2300.7628810167266,2227.0259691861866,2181.1709465940457,14.718816067653275,12.0,0.3294319367824661,"{'total_words': 11358, 'known_words': 9341, 'unknown_words': 2017, 'known_word_ratio': 0.8224159182954746, 'average_rank': 754.8661075766339}",0.8224159182954746
292,20648324,https://archiveofourown.org/works/20648324?view_full_work=true,['aloneintherain'],lessons in tea making,Teen And Up Audiences,['No Archive Warnings Apply'],['Gen'],['Avatar: The Last Airbender'],"['The Gaang & Zuko (Avatar)', 'Iroh & Zuko (Avatar)']","['Zuko (Avatar)', 'Iroh (Avatar)', 'Aang (Avatar)', 'Sokka (Avatar)', 'Katara (Avatar)', ""Zuko's Crew (Avatar)"", 'Yue (Avatar)']","['tea boat AU', 'Ozai (Avatar) Being a Terrible Parent', 'Alternate Universe - Canon Divergence', 'Role Reversal', 'the gaang keeps kidnapping zuko', 'AU: Zuko joins the gaang early', 'Hurt/Comfort', 'Humor', 'Platonic Cuddling', 'Tea Server Zuko', 'Abandoned Work - Unfinished and Discontinued']",English,,2019-09-15,2024-06-13,40584,2/2,1234,20895,7147,217438,0.6381040462427746,0.5432790697674419,0.4530232558139535,0.294725,2242.4125866472937,2199.0238744975536,2181.198524809971,2173.1016534726523,13.78941935483871,12.0,0.3494790961980787,"{'total_words': 43416, 'known_words': 34962, 'unknown_words': 8454, 'known_word_ratio': 0.8052791597567717, 'average_rank': 762.3384051186017}",0.8052791597567717
293,20711507,https://archiveofourown.org/works/20711507?view_full_work=true,['senlinyu'],Anthology,Mature,['Creator Chose Not To Use Archive Warnings'],['F/M'],['Harry Potter - J. K. Rowling'],['Hermione Granger/Draco Malfoy'],"['Harry Potter', 'Ron Weasley', 'Blaise Zabini', 'Hermione Granger', 'Draco Malfoy', 'Narcissa Black Malfoy']","['Tumblr Ask Box Fic', 'Tumblr Prompt', 'Ficlet Collection', 'Angst', 'Fluff and Humor', 'Banter', 'Sharing a Room', 'one bed', 'Trapped In Elevator', 'Jealous Draco Malfoy', 'Powerful Hermione Granger', 'Courtship', 'Courting Rituals', 'Political Rivals', 'Blackmail', 'PTSD', 'Secret Relationship', 'social smoking', 'Arachnophobia', 'Unplanned Pregnancy', 'Memory Alteration', 'Alternate Universe - Non-Magical', 'Alternate Universe - College/University', 'Established Relationship', 'Demon Draco Malfoy', 'Demon Sex', 'Wing Kink', 'Fluff', 'Domestic Fluff']",English,Part 2 of Tumblr Prompts,2019-09-20,2023-07-17,35183,29/29,1466,11420,1047,349617,0.6308266666666666,0.5405066666666667,0.4564594594594595,0.3097222222222222,2348.644322739732,2320.4051756245394,2299.1379862885583,2296.849037246183,14.610208816705336,12.0,0.3443142371222887,"{'total_words': 37587, 'known_words': 31607, 'unknown_words': 5980, 'known_word_ratio': 0.8409024396732913, 'average_rank': 735.8744670259507}",0.8409024396732913
294,20714669,https://archiveofourown.org/works/20714669?view_full_work=true,['carolinaa'],Cry Me A River,Teen And Up Audiences,['No Archive Warnings Apply'],"['Gen', 'M/M']",['僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic', 'Aizawa Shouta | Eraserhead & Class 1-A', 'Aizawa Shouta | Eraserhead & Shinsou Hitoshi']","['Aizawa Shouta | Eraserhead', 'Yamada Hizashi | Present Mic', 'Shinsou Hitoshi', 'Yaoyorozu Momo', 'Yagi Toshinori | All Might', 'Uraraka Ochako', 'Jirou Kyouka', 'Todoroki Shouto', 'Midoriya Izuku', 'Class 1-A (My Hero Academia)']","['Fluff', 'Light Angst', 'very light', 'Emotional Hurt/Comfort', 'Parental Aizawa Shouta | Eraserhead', 'Parental Yamada Hizashi | Present Mic', 'Established Relationship', 'Friendship', 'Crying', ""aizawa has a disease. it's called caring too much and it's incurable""]",English,,2019-09-20,,7165,1/1,332,17851,3852,109276,0.6445161290322581,0.5469333333333334,0.4531428571428571,0.304,2401.514266550609,2321.915284951496,2288.709645446946,2340.038135119273,20.43612334801762,17.0,0.3541875766700122,"{'total_words': 7827, 'known_words': 6432, 'unknown_words': 1395, 'known_word_ratio': 0.8217707934074358, 'average_rank': 740.4593181342815}",0.8217707934074358
295,20729933,https://archiveofourown.org/works/20729933?view_full_work=true,['AyzuLK'],Schrödinger's cat,Mature,"['Rape/Non-Con', 'Underage', 'Graphic Depictions Of Violence']","['F/M', 'M/M']",['僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Midoriya Izuku/Todoroki Shouto', 'Aizawa Shouta | Eraserhead & Midoriya Izuku', 'Aizawa Shouta | Eraserhead & Shinsou Hitoshi', 'Bakugou Katsuki & Midoriya Izuku', 'Midoriya Inko & Yagi Toshinori | All Might', 'Midoriya Inko & Midoriya Izuku', 'Tsukauchi Naomasa & Yagi Toshinori | All Might', 'Class 1-A & Midoriya Izuku', 'Bakugou Katsuki/Kirishima Eijirou', 'Aizawa Shouta | Eraserhead & Kayama Nemuri | Midnight & Yamada Hizashi | Present Mic', 'Kayama Nemuri & Izuku Midoriya', 'Aizawa Shouta | Eraserhead & Shirakumo Oboro', 'Midoriya Izuku & Nedzu', 'Midoriya Izuku & Shinsou Hitoshi']",[],"['Midoriya Izuku Has a Quirk', 'Midoriya Izuku Does Not Have One for All Quirk', 'Midoriya Izuku Does Not Go to U.A. High School', 'not in the beggining', 'Telekinesis', ""Todoroki Enji | Endeavor's Bad Parenting"", 'Dadzawa', 'Parental Aizawa Shouta | Eraserhead', 'Parental Yagi Toshinori | All Might', 'tododeku - Freeform', 'Post-Traumatic Stress Disorder - PTSD', 'Psychological Trauma', 'Serious Injuries', 'Alternate Universe - Canon Divergence']",English,,2019-10-05,2019-10-05,31506,6/6,864,15755,4969,194133,0.6162748091603053,0.5227076923076923,0.4360625,0.2783125,2292.4617190536383,2222.856858254644,2177.42327344396,2066.617158733766,14.042360608254889,12.0,0.3527158226187352,"{'total_words': 32896, 'known_words': 28651, 'unknown_words': 4245, 'known_word_ratio': 0.8709569552529183, 'average_rank': 750.4126052983551}",0.8709569552529183
296,20777783,https://archiveofourown.org/works/20777783?view_full_work=true,['redrobin1989'],"We’ll Meet Again, Some Sunny Day",Not Rated,['No Archive Warnings Apply'],['Gen'],['Avatar: The Last Airbender'],"['Iroh & Zuko (Avatar)', 'Iroh & The Gaang (Avatar)', 'The Gaang & Zuko (Avatar)']","['Iroh (Avatar)', 'Aang (Avatar)', 'Katara (Avatar)', 'Sokka (Avatar)', 'Toph Beifong', 'Zuko (Avatar)']","['this story started as a crack baby that grew up and got a degree in psychology', 'Zuko is an Awkward Turtleduck', 'Sokka is a Flat Earther', ""He's also loving the irony of tracking down Zuko"", 'Toph and Katara are protective as hell', 'Iroh (Avatar) is a Good Uncle', 'he loves Zuko so goddamn much', 'also the Gaang collectively adopts him as their Uncle', 'and conveniently forgets all the bad things Zuko did in S1 because of cute stories']",English,,2019-09-26,,7531,1/1,134,6559,1472,44749,0.67725,0.5765,0.483875,0.319125,2495.0843719296813,2358.030533210166,2324.7060938791965,2221.1442286832867,18.64752475247525,18.0,0.3632193949983619,"{'total_words': 8062, 'known_words': 6640, 'unknown_words': 1422, 'known_word_ratio': 0.8236169684941702, 'average_rank': 748.4420140321915}",0.8236169684941702
297,20798489,https://archiveofourown.org/works/20798489?view_full_work=true,['blueh'],peter parker's guide on secret identity fails,General Audiences,['No Archive Warnings Apply'],['Gen'],"['Spider-Man - All Media Types', 'Spider-Man (Tom Holland Movies)', 'The Avengers (Marvel Movies)', 'Marvel Cinematic Universe']","['Peter Parker & Academic Decathlon Team (Spider-Man: Homecoming)', 'Peter Parker & Avengers Team']","['Peter Parker', 'Flash Thompson', 'Sally Avril', 'Cindy Moon', 'Abe Brown', 'Charles Murphy (Spider-Man: Homecoming)', 'Ned Leeds', 'Betty Brant', 'Michelle Jones', 'Roger Harrington', 'Tony Stark', 'Clint Barton', 'Natasha Romanov (Marvel)', 'Steve Rogers', 'Wanda Maximoff']","['BAMF Peter Parker', 'Flash Thompson Redemption', 'Aftermath of Violence', 'Multimedia', 'Social Media', 'Team as Family', 'which team you ask? all of them', 'Humor as a coping mechanism', 'Twitter', 'Texting', 'Fluff and Angst', 'Fluff and Humor', 'Angst and Humor', 'its a nice blend of feelings', 'Found Family', 'Group chat']",English,Part 2 of arachnid decathlon,2019-09-28,2019-09-28,12657,2/2,376,11652,1377,98785,0.6400727272727272,0.5454074074074075,0.4496923076923076,0.28675,2174.423572537268,2109.603403351827,2051.878610289124,2021.3565195357776,17.795874049945713,15.0,0.3594458438287153,"{'total_words': 13754, 'known_words': 11347, 'unknown_words': 2407, 'known_word_ratio': 0.8249963646939072, 'average_rank': 762.023518957346}",0.8249963646939072
298,20825921,https://archiveofourown.org/works/20825921?view_full_work=true,['carolinaa'],mouth shut (eyes down),Teen And Up Audiences,['No Archive Warnings Apply'],['Gen'],['僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],['Aizawa Shouta | Eraserhead & Midoriya Izuku'],"['Midoriya Izuku', 'Aizawa Shouta | Eraserhead', 'Todoroki Shouto', 'Midoriya Inko']","['Bullying', 'Emotional Hurt/Comfort', 'Trust Issues', 'first year', 'Implied/Referenced Child Abuse', 'Angst', 'Canon-Typical Violence', 'Childhood Trauma', 'Podfic Available']",English,,2019-09-30,,5823,1/1,353,25722,5079,187892,0.6016,0.5083333333333333,0.4193333333333333,0.26025,2122.2359908339936,2114.7923252774463,2046.0879218148104,2036.3456781476912,18.1002331002331,15.0,0.3451565229074298,"{'total_words': 6489, 'known_words': 5392, 'unknown_words': 1097, 'known_word_ratio': 0.8309446756048697, 'average_rank': 711.0457976849522}",0.8309446756048697
299,20946113,https://archiveofourown.org/works/20946113?view_full_work=true,['SketchyNebula'],Stark Jr.,General Audiences,['No Archive Warnings Apply'],[],"['The Avengers (Marvel Movies)', 'Marvel Cinematic Universe', 'Iron Man (Movies)', 'Spider-Man - All Media Types', 'Spider-Man (Tom Holland Movies)']",[],"['Tony Stark', 'Peter Parker', 'Flash Thompson', 'Ned Leeds']","['Field Trip', 'Precious Peter Parker', 'Peter Parker Needs a Hug', ""Tony Stark Acting as Peter Parker's Parental Figure"", 'Civil War Team Iron Man', ""Peter Parker's Field Trip to Stark Industries"", ""I'm doing one of these too because"", 'You know I want to be included and stuff', 'also', 'fuck flash', 'Flash Thompson Bullies Peter Parker', 'Bully Flash Thompson', 'Flash Thompson Being A Jerk', 'Peter Parker is a Mess']",English,,2019-10-08,2019-11-16,27631,6/6,409,20275,3905,230210,0.6218983050847458,0.5263728813559322,0.433551724137931,0.2774642857142857,2184.7479267028707,2076.6786117764186,2004.3059458037376,2061.8316438281345,16.93096742829363,14.0,0.3624034435992688,"{'total_words': 29560, 'known_words': 24537, 'unknown_words': 5023, 'known_word_ratio': 0.8300744248985115, 'average_rank': 725.9392462638077}",0.8300744248985115
300,20983028,https://archiveofourown.org/works/20983028?view_full_work=true,['qurbat'],tell some storm,General Audiences,['Creator Chose Not To Use Archive Warnings'],['M/M'],"['魔道祖师 - 墨香铜臭 | Módào Zǔshī - Mòxiāng Tóngxiù', '陈情令 | The Untamed (TV)']","['Lan Zhan | Lan Wangji/Wei Ying | Wei Wuxian', 'Jiang Cheng | Jiang Wanyin & Wei Ying | Wei Wuxian', 'Lan Yuan | Lan Sizhui & Wei Ying | Wei Wuxian', 'Nie Huaisang & Wei Ying | Wei Wuxian']","['Wei Ying | Wei Wuxian', 'Lan Zhan | Lan Wangji', 'Lan Yuan | Lan Sizhui', 'Lan Jingyi', 'Ouyang Zizhen', 'Jiang Cheng | Jiang Wanyin', 'Nie Huaisang', 'Jin Ling | Jin Rulan', 'Lan Huan | Lan Xichen']","['Post-Canon', 'Hurt/Comfort', 'Fluff', 'liberal amounts of outsider POV', 'the legend of wangxian', 'how to create a romance epic for dummies']",English,,2019-10-11,2019-11-04,31210,2/2,442,9714,3665,125780,0.6406821705426357,0.54890625,0.46065625,0.31203125,2355.7853008764814,2313.558156574541,2291.706246681627,2256.139342793294,22.16046511627907,19.0,0.366766905287809,"{'total_words': 32457, 'known_words': 27007, 'unknown_words': 5450, 'known_word_ratio': 0.8320855285454601, 'average_rank': 753.5926283718511}",0.8320855285454601
301,21004607,https://archiveofourown.org/works/21004607?view_full_work=true,['CaffeinatedFlumadiddle'],Returning the Favor,General Audiences,['Creator Chose Not To Use Archive Warnings'],"['Gen', 'M/M']",['Merlin (TV)'],"['Balinor & Arthur Pendragon', 'Balinor & Merlin (Merlin)', 'Merlin/Arthur Pendragon (Merlin)']","['Arthur Pendragon (Merlin)', 'Merlin (Merlin)', 'Balinor (Merlin)', 'Knights of the Round Table (Merlin)', 'Kilgharrah (Merlin)', 'Aithusa (Merlin)']","['Explicit Language', 'Humor', 'Attempt at Humor', 'Balinor is just a dad undercover okay', 'Trying to help his son keep this dumbass alive', ""Arthur doesn't want magical help but nobody listens to him"", ""Kilgharrah doesn't say anything"", ""but we all know he's judging pretty much everyone"", 'some references to certain episodes', 'Gwaine is Pro-Dragon']",English,Part 1 of Me @ Merlin Writers: What if You Didn't Murder My Favorite Characters?,2019-10-14,2019-10-23,12468,2/2,359,9945,1630,72160,0.6257692307692307,0.5289230769230769,0.4364615384615384,0.2741666666666666,2221.0615853157788,2185.271159617373,2123.996580924546,2062.678255954192,11.055862068965515,9.0,0.3369136900978772,"{'total_words': 13079, 'known_words': 10951, 'unknown_words': 2128, 'known_word_ratio': 0.8372964293906262, 'average_rank': 744.912229410301}",0.8372964293906262
302,2103750,https://archiveofourown.org/works/2103750?view_full_work=true,['BooklandReeve'],Love Worth Waiting For,Not Rated,['No Archive Warnings Apply'],['F/F'],"['Frozen (2013)', 'Mulan (1998)']",['Elsa/Fa Mulan (Disney)'],"['Elsa (Frozen)', 'Fa Mulan', 'Anna (Frozen)']","['Soulmate-Identifying Marks', 'Alternate Universe - Soulmates', 'Soulmates']",English,,2014-08-08,2014-12-18,15292,11/11,484,6718,1551,62738,0.633375,0.55225,0.4726875,0.3230625,2631.504566360896,2620.014888174884,2537.465872444007,2404.238932275933,21.331065759637188,17.0,0.3817072506400828,"{'total_words': 16249, 'known_words': 13341, 'unknown_words': 2908, 'known_word_ratio': 0.8210351406240384, 'average_rank': 769.8859192643864}",0.8210351406240384
303,21047438,https://archiveofourown.org/works/21047438?view_full_work=true,['HappilyUnconventional34'],Of Badgerfrogs and Dragon Eggs,Not Rated,['No Archive Warnings Apply'],['Gen'],['Avatar: The Last Airbender'],"['The Gaang & Zuko (Avatar)', 'Iroh & Zuko (Avatar)']","['Zuko (Avatar)', 'Sokka (Avatar)', 'Aang (Avatar)', 'Katara (Avatar)', 'Toph Beifong', 'The Gaang (Avatar)', 'Iroh (Avatar)', 'Jee (Avatar)', 'Sun Warriors', 'Druk (Avatar)', 'The Wano Crew']","['Wild Animals like to adopt Zuko', 'Sometimes this works out', ""Sometimes it doesn't""]",English,,2019-10-15,2020-06-18,13586,3/3,449,10622,2825,81413,0.636551724137931,0.5446206896551724,0.4601428571428571,0.3109166666666667,2308.6164120990525,2277.358203209332,2339.156504527789,2279.553968540921,14.33,12.0,0.3718622997848434,"{'total_words': 14556, 'known_words': 11356, 'unknown_words': 3200, 'known_word_ratio': 0.7801593844462764, 'average_rank': 761.684328799527}",0.7801593844462764
